"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","56","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/Meshes/Fish-Aquarium/coral_4_inner.coral_4_inner","0","14","14","1","19.674419","0","14"
"/Game/Meshes/Fish-Aquarium/coral_4_shell.coral_4_shell","0","14","14","1","18.922731","0","14"
"/Game/Meshes/Fish-Aquarium/coral_3.coral_3","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Fish-Aquarium/coral_2.coral_2","0","29","31","1","41.263866","0","31"
"/Game/Meshes/Fish-Aquarium/coral_1.coral_1","0","29","31","1","0.000000","0","31"
"/Game/Meshes/Fish-Aquarium/Material_001.Material_001","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Fish-Aquarium/defaultMat.defaultMat","0","14","14","1","20.007639","0","14"
"/Game/Materials_And_Shaders/M_rayMarchingMatrix.M_rayMarchingMatrix","0","14","14","1","27.399244","0","14"
"/Game/Meshes/Glitch/surveillance_camera_001.surveillance_camera_001","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Glitch/Mat1.Mat1","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Glitch/M_OldTV.M_OldTV","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Glitch/M_Glitch_matrix.M_Glitch_matrix","0","14","14","1","21.027981","0","14"
"/Game/Meshes/Futuristic-room/Futuristic_Desk/Material.Material","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Painting/Bench_Wood.Bench_Wood","0","14","14","1","17.641430","0","14"
"/Game/Meshes/Painting/Bench_Metal.Bench_Metal","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_12._ncl1_12","0","14","14","1","19.644587","0","14"
"/Game/Meshes/PS1Room/_ncl1_11._ncl1_11","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_10._ncl1_10","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_9._ncl1_9","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_7._ncl1_7","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_6._ncl1_6","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_5._ncl1_5","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_4._ncl1_4","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_8._ncl1_8","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_3._ncl1_3","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_2._ncl1_2","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/UnnamedMaterial.UnnamedMaterial","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/Loader_car_Material.Loader_car_Material","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Futuristic_Desk/Desk_Objects.Desk_Objects","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Futuristic_Desk/DeskBody.DeskBody","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Futuristic_Desk/TransparentObjects.TransparentObjects","0","20","20","1","26.258455","0","20"
"/Game/Meshes/Futuristic-room/Futuristic_Desk/mat_chair.mat_chair","0","14","14","1","16.276205","0","14"
"/Game/Meshes/Futuristic-room/Weapons/Material_001.Material_001","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Weapons/UnnamedMaterial.UnnamedMaterial","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/leaves.leaves","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/green_tea_lable.green_tea_lable","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/coffee_lable.coffee_lable","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/BathTub/black_tea_box_indian.black_tea_box_indian","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/wood.wood","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/BathTub/metal_pot_for_plant.metal_pot_for_plant","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/design_box_lable.design_box_lable","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/cork.cork","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/chai_box.chai_box","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/lable.lable","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/cherry_jam.cherry_jam","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/herbs_basil.herbs_basil","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/darker_gloss_wood.darker_gloss_wood","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/folower_petal.folower_petal","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/ornate_ceramic.ornate_ceramic","0","14","14","1","0.000000","0","14"
"/Engine/BasicShapes/BasicShapeMaterial1.BasicShapeMaterial1","0","76","79","1","116.227989","0","79"
"/Game/Meshes/Painting/Trank.Trank","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Painting/Leavs.Leavs","0","29","31","1","39.628693","0","31"
"/Game/Meshes/Painting/Stump_Material.Stump_Material","0","14","14","1","15.851841","0","14"
"/Game/Meshes/Painting/aiStandardSurface1.aiStandardSurface1","0","29","31","1","30.996056","0","31"
"/Game/Meshes/Painting/FlowerMaterial.FlowerMaterial","0","29","31","1","0.000000","0","31"
"/Game/Meshes/Painting/02_2.02_2","0","14","14","1","19.432642","0","14"
"/Game/Meshes/Painting/01_2.01_2","0","14","14","1","0.000000","0","14"
"/Game/Meshes/SandStorm/UnnamedMaterial.UnnamedMaterial","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/BeagBan_mat.BeagBan_mat","0","14","14","1","16.859024","0","14"
"/Game/Meshes/PS1Room/BS2_001.BS2_001","0","14","14","1","16.971676","0","14"
"/Game/Meshes/PS1Room/Material_001.Material_001","0","14","14","1","15.917376","0","14"
"/Game/Meshes/PS1Room/DefaultMaterial.DefaultMaterial","0","14","14","1","16.529007","0","14"
"/Game/Meshes/PS1Room/lambert1.lambert1","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/NewMat01.NewMat01","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_13._ncl1_13","0","14","14","1","0.000000","0","14"
"/Game/Meshes/PS1Room/_ncl1_1._ncl1_1","0","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Weapons/Material.Material","0","14","14","1","16.382704","0","14"
"/Game/Materials_And_Shaders/M_glitch.M_glitch","0","5","5","1","3.773344","0","5"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","23","23","1","33.779797","0","23"
"/Game/Materials_And_Shaders/M_GlassEffect.M_GlassEffect","0","5","5","1","3.564847","0","5"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","74","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","17","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","22","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/Game/Materials_And_Shaders/M_SandStorm.M_SandStorm","0","27","28","1","42.683929","0","28"
"/Game/Materials_And_Shaders/M_SandStorm1.M_SandStorm1","0","8","8","1","6.479650","0","8"
"/Game/Materials_And_Shaders/M_Painted1.M_Painted1","0","5","5","1","3.771675","0","5"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","23","23","1","33.956619","0","23"
"/Engine/Engine_MI_Shaders/M_Shader_Complex.M_Shader_Complex","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_SkinBall.M_SkinBall","0","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","108","116","2","158.694916","0","116"
"/Game/Materials_And_Shaders/M_OutlineHighlightEffect.M_OutlineHighlightEffect","0","6","6","1","2.744802","0","6"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","23","0","1","0.000000","0","0"
"/Game/Materials_And_Shaders/M_Sludge.M_Sludge","0","26","0","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","23","0","1","0.000000","0","0"
"/Game/Meshes/Fish-Aquarium/Redd.Redd","49","14","14","1","6.986737","0","14"
"/Game/Meshes/Painting/Material_001.Material_001","49","26","26","1","14.000477","0","26"
"/Game/Meshes/PS1Room/Fabric_Striped.Fabric_Striped","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/svogunu_laiskai.svogunu_laiskai","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/coppery_grungy_rusty.coppery_grungy_rusty","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/glass.glass","49","14","14","1","0.000000","0","14"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","26","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","96","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","17","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","61","1","0.000000","0","0"
"/Game/Meshes/Futuristic-room/Shelf/grenadine.grenadine","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/green_glass.green_glass","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/zalvaris.zalvaris","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Futuristic-room/Shelf/ornate_glass.ornate_glass","49","14","14","1","0.000000","0","14"
"/Game/Materials_And_Shaders/M_PS1Graphics.M_PS1Graphics","49","5","5","1","1.092944","0","5"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","0","14","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial1.BasicShapeMaterial1","49","105","108","1","165.291580","0","108"
"/Game/Meshes/Fish-Aquarium/coral_4_inner.coral_4_inner","49","14","14","1","9.820642","0","14"
"/Game/Meshes/Glitch/M_Glitch_matrix.M_Glitch_matrix","49","14","14","1","9.588500","0","14"
"/Game/Meshes/Fish-Aquarium/coral_4_shell.coral_4_shell","49","14","14","1","9.666054","0","14"
"/Game/Meshes/Fish-Aquarium/coral_3.coral_3","49","14","14","1","0.000000","0","14"
